Ticker,Description,Price,Change %,Change,Volume,Market Capitalization,Relative Volume at Time,"Change 1m, %","Change 5m, %",Exchange,Pre-market Change,Open,Change from Open
LOW,"Lowe's Companies, Inc.",215.97,-2.5230186,-5.59,3047868,130597616008.99998,1.54787505,0,-0.01157649,NYSE,-4.56,217.14,-1.17
AMAM,Ambrx Biopharma Inc.,1.8,-2.7027027,-0.05,330995,69513037,1.58056296,0,0,NYSE,0.07,1.85,-0.05
ACAD,ACADIA Pharmaceuticals Inc.,19.83,-0.40180814,-0.08,1232870,3211091713,2.36455784,0,0.3033367,NASDAQ,-0.32,19.54,0.29
GCI,"Gannett Co., Inc.",2.47,0.81632653,0.02,1161810,360848062.00000006,1.64347941,0,0.4048583,NYSE,,2.43,0.04
PRPL,"Purple Innovation, Inc.",6.15,-3.45368917,-0.22,449439,564806782,0.97137693,0,0.65252855,NASDAQ,-0.17,6.119,0.031
BSY,"Bentley Systems, Incorporated",41.38,-2.10551218,-0.89,902598,11933016369.000002,2.31704531,0,-0.07244627,NASDAQ,,41.38,0
BZUN,Baozun Inc.,7.83,-6.11510791,-0.51,640979,352125817.43184,1.37407715,0,0.38510911,NASDAQ,-0.23,8.08,-0.25
NVVE,Nuvve Holding Corp.,1.3,-2.2556391,-0.03,558694,31552239,0.56301208,0,0.7751938,NASDAQ,0.02,1.33,-0.03
CALX,"Calix, Inc",52.48,-4.25104908,-2.33,1194223,3434358964,1.79382091,0,-0.40785355,NYSE,-0.16,53.75,-1.27
OABI,"OmniAb, Inc.",4.17,-3.91705069,-0.17,517666,478803003.00000006,2.5834347,0,0.12004802,NASDAQ,,4.29,-0.12
PFLT,PennantPark Floating Rate Capital Ltd.,11.01,0.27322404,0.03,336938,546996807,1.32222651,0,0.09082652,NYSE,0.02,11.03,-0.02
GME,GameStop Corporation,22.25,-1.98237885,-0.45,4935949,6776861923.000002,1.52212089,0,0.25073939,NYSE,-0.58,22.01,0.24
GMDA,Gamida Cell Ltd.,1.71,2.39520958,0.04,410674,127536972,1.73043031,0,0.58823529,NASDAQ,-0.05,1.68,0.03
KPTI,Karyopharm Therapeutics Inc.,3.4,-3.13390313,-0.11,2020846,384924773.00000006,2.25016278,0,0.14684288,NASDAQ,-0.01,3.38,0.02
EVLV,"Evolv Technologies Holdings, Inc.",3.22,1.25786164,0.04,423911,465687934.99999994,1.89907692,0,0,NASDAQ,-0.13,3.11,0.11
NKTX,"Nkarta, Inc.",5.75,-0.86206897,-0.05,447861,280678872,1.51563094,0,-0.17331023,NASDAQ,,5.72,0.03
FINV,FinVolution Group,5.66,-0.87565674,-0.05,1035340,1614252614,2.26611071,0,-0.26478376,NYSE,-0.05,5.74,-0.08
FXLV,F45 Training Holdings Inc.,3.16,1.60771704,0.05,475450,307517948,1.82231921,0,-0.62695925,NYSE,,3.06,0.1
SXC,"SunCoke Energy, Inc.",9.23,1.87637969,0.17,923404,769803313,2.06912498,0,0.54406964,NYSE,0.05,9.15,0.08
XPO,"XPO, Inc.",43.29,-1.47928994,-0.65,1324594,4985386976,1.26496335,0,0.02310002,NYSE,-1.78,42.49,0.8
SINT,"SiNtx Technologies, Inc.",9.36,15.84158416,1.28,992377,4860938,,0,-1.06382979,NASDAQ,-0.03,7.98,1.38
ACDC,ProFrac Holding Corp.,21.02,-1.5917603,-0.34,314915,3260035883,1.81467349,0,0,NASDAQ,,21.47,-0.45
OPAD,Offerpad Solutions Inc.,1.09,-6.03448276,-0.07,837233,269441200,0.98815993,0,0.92592593,NYSE,-0.02,1.16,-0.07
UWM,ProShares Ultra Russell2000,39.34,-1.42821348,-0.57,859180,,2.23001705,0,-0.02543882,NYSE ARCA,-0.93,38.98,0.36
FOLD,"Amicus Therapeutics, Inc.",13.25,-1.92450037,-0.26,1662454,3722524582,1.48983525,0,0.18889309,NASDAQ,-0.21,13.4,-0.15
MRNS,"Marinus Pharmaceuticals, Inc.",6.53,-1.878287,-0.125,470413,324003558.00000006,2.78901023,0,0,NASDAQ,0.005,6.6,-0.07
ENLC,"EnLink Midstream, LLC",12.62,-1.5600624,-0.2,1740753,6044139202,1.87598432,0,-0.07844691,NYSE,-0.14,12.73,-0.11
DM,"Desktop Metal, Inc.",2.13,-4.05405405,-0.09,4139835,676439232.9999999,1.3835247,0,0,NYSE,-0.09,2.12,0.01
M,Macy's Inc,24.46,0.20483408,0.05,9384822,6631398513.000001,2.5034626,0,0.12277471,NYSE,0.01,24.3,0.16
GLT,Glatfelter Corporation,4.64,-1.69491525,-0.08,321412,207855776.99999997,0.8988126,0,0.32397408,NYSE,,4.65,-0.01
TDUP,ThredUp Inc.,2.18,-4.80349345,-0.11,878631,219756452,1.54799954,0,-0.4576659,NASDAQ,-0.04,2.18,0
APPS,"Digital Turbine, Inc.",17.28,-6.39219935,-1.18,2843110,1711010897.9999998,1.91937772,0,-0.08673027,NASDAQ,-0.91,17.585,-0.305
EAF,GrafTech International Ltd.,5.58,-15.3262519,-1.01,5094170,1431813198.9999998,5.02934849,0,0,NYSE,-0.84,5.94,-0.36
UBT,ProShares Ultra 20+ Year Treasury,27.63,-2.98455056,-0.85,268478,,2.68524069,0,-0.03612717,NYSE ARCA,-0.81,27.67,-0.04
COUR,"Coursera, Inc.",16.17,-0.67567568,-0.11,800323,2370204562,1.67971769,0,-0.09267841,NYSE,-0.39,15.93,0.24
BWEN,"Broadwind, Inc.",5.23,-7.92253521,-0.45,369265,108121179,1.54187337,0,-0.19083969,NASDAQ,-0.07,5.59,-0.36
IVT,InvenTrust Properties Corp.,24.7,-2.06185567,-0.52,270659,1665460945,3.64131248,0,-0.2020202,NYSE,,24.81,-0.11
CMRX,"Chimerix, Inc.",1.82,-1.08695652,-0.02,701245,160242137,1.96142256,0,0.27548209,NASDAQ,0,1.84,-0.02
SMPL,The Simply Good Foods Company,36.05,-1.20580981,-0.44,670748,3586663304.0000005,1.50977646,0,-0.1384658,NASDAQ,,36.26,-0.21
HALO,"Halozyme Therapeutics, Inc.",52.65,-0.416115,-0.22,863480,7118967735,1.37126644,0,0.13307985,NASDAQ,0,52.83,-0.18
QS,QuantumScape Corporation,9.23,-4.94335736,-0.48,9398708,4023884515.000001,2.21371247,0,0.32608696,NYSE,-0.41,9.31,-0.08
ESPR,"Esperion Therapeutics, Inc.",5.9,-0.33783784,-0.02,2171342,434733074.99999994,2.53600263,0,-0.33755274,NASDAQ,0.26,6.14,-0.24
FREE,"Whole Earth Brands, Inc.",3.89,-1.0178117,-0.04,299663,163313658.00000003,0.64796751,0,0.25706941,NASDAQ,,3.84,0.05
DSGN,"Design Therapeutics, Inc.",8.01,-2.31707317,-0.19,301803,447839661.99999994,1.74952227,0,0.25031289,NASDAQ,,8.12,-0.11
ATCX,"Atlas Technical Consultants, Inc.",12.18,0.24691358,0.03,603154,475961113,0.36377454,0,0.16447368,NASDAQ,-0.05,12.11,0.07
JMIA,Jumia Technologies AG,4.62,-5.71428571,-0.28,2612264,461432010,1.75702276,0,-0.10834236,NYSE,-0.18,4.7,-0.08
BGCP,"BGC Partners, Inc.",4.37,-2.01793722,-0.09,1126558,1615791042.0000002,1.53682214,0,0.11441648,NASDAQ,,4.4,-0.03
CRSP,CRISPR Therapeutics AG,55.27,-1.51461155,-0.85,1166709,4327317357,1.9200508,0,-0.25252525,NASDAQ,-2.12,54.12,1.15
KODK,Eastman Kodak Company,4.03,0.75,0.03,875282,318780173.99999994,1.97902962,0,0.24875622,NYSE,-0.07,3.92,0.11
FTDR,"Frontdoor, Inc.",27.46,-3.17348378,-0.9,548816,2237791107,1.54107901,0,0.25547445,NASDAQ,,27.79,-0.33
HRTX,"Heron Therapeutics, Inc.",2.84,-2.06896552,-0.06,1741097,337642258,1.94287746,0,0.70671378,NASDAQ,-0.07,2.83,0.01
IMMX,"Immix Biopharma, Inc.",3.14,20.07648184,0.525,535997,43730994,4.75450203,0,1.60168258,NASDAQ,-0.065,2.54,0.6
ARDX,"Ardelyx, Inc.",3.08,0.3257329,0.01,8121960,577375678,3.67496864,0,-0.32467532,NASDAQ,-0.08,2.98,0.1
HIMS,"Hims & Hers Health, Inc.",7.89,-5.16826923,-0.43,2668795,1639058250,2.54278194,0,0.06333122,NYSE,-0.2,8.2,-0.31
RCII,Rent-A-Center Inc.,29.71,-0.93364455,-0.28,513119,1653957068,1.51888582,0,0.57549086,NASDAQ,,29.4,0.31
IP,International Paper Company,41.36,-0.40934264,-0.17,2650309,14710511972,0.88875069,0,-0.12074378,NYSE,-0.08,41.23,0.13
CYRX,"CryoPort, Inc.",25.24,-2.39752514,-0.62,394049,1236755945.0000002,1.60355593,0,0.23828435,NASDAQ,-0.81,25.06,0.18
SRPT,"Sarepta Therapeutics, Inc.",119,-1.03950104,-1.25,777184,10446126724,1.22811221,0,-0.33512064,NASDAQ,,120.21,-1.21
HYDR,Global X Hydrogen ETF,13.73,-3.71669004,-0.53,350368,,,0,-0.43383948,NASDAQ,-0.35,14.02,-0.29
REKR,"Rekor Systems, Inc.",1.81,2.25988701,0.04,312488,98369061,1.96830927,0,0,NASDAQ,-0.08,1.73,0.08
COOK,"Traeger, Inc.",4.37,1.62790698,0.07,901225,535833995,2.25764129,0,0.57670127,NYSE,-0.12,4.19,0.18
NRIX,"Nurix Therapeutics, Inc.",12.52,-5.58069382,-0.74,362307,590290244,2.57011708,0,0.20008003,NASDAQ,-0.64,12.46,0.06
AIV,Apartment Investment and Management Company,7.71,-1.15384615,-0.09,602488,1169084049,1.27523427,0,0,NYSE,,7.69,0.02
REI,"Ring Energy, Inc.",2.24,-1.3215859,-0.03,2791188,390681382.99999994,2.15182401,0,0.22321429,NYSE ARCA,0.01,2.3,-0.06
FATE,"Fate Therapeutics, Inc.",6.87,0.58565154,0.04,3283521,667560969,2.34702076,0,0.3649635,NASDAQ,-0.08,6.58,0.29
PMVP,"PMV Pharmaceuticals, Inc.",8.24,-5.17836594,-0.45,349239,376283118,1.44938843,0,0,NASDAQ,,8.5,-0.26
CHS,"Chico's FAS, Inc.",5.62,-0.53097345,-0.03,1479058,702889568.0000001,1.4113801,0,0,NYSE,-0.09,5.55,0.07
ASPN,"Aspen Aerogels, Inc.",11.38,1.60714286,0.18,642743,753044627.0000001,0.66378107,0,0.39665051,NYSE,,10.93,0.45
TOVX,"Theriva Biologics, Inc.",1.07,13.85401149,0.1302,472791,16953146,,0,0,NYSE ARCA,0.0202,0.97,0.1
KEY,KeyCorp,20.02,-0.14962594,-0.03,11609038,18678050687,1.34837906,0,0.05002501,NYSE,-0.19,19.85,0.17
FAST,Fastenal Company,54.2,-1.9714234,-1.09,4035140,31043586350,1.96552816,0,0.04613823,NASDAQ,-0.78,54.56,-0.36
LABU,Direxion Daily S&P Biotech Bull 3X Shares,8.75,-4.89130435,-0.45,39888725,,1.86248383,0,0.19833308,NYSE ARCA,-0.4,8.8001,-0.0501
SENS,"Senseonics Holdings, Inc.",1.2,-4,-0.05,2761652,573907640,1.89863213,0,-0.41152263,NYSE ARCA,-0.03,1.21,-0.01
OTLY,Oatly Group AB,2.63,-2.59259259,-0.07,3706794,1556373580,1.42265233,0,0,NASDAQ,-0.08,2.65,-0.02
TTCF,"Tattooed Chef, Inc.",1.65,-4.06976744,-0.07,1444627,138036285,1.52533182,0,0,NASDAQ,-0.09,1.67,-0.02
QRTEA,Liberty Interactive Corporation - Series A QVC Group Common Stock,2.6,-4.76190476,-0.13,10269326,1017834138,1.12182524,0,-0.19193858,NASDAQ,-0.03,2.66,-0.06
MNTV,Momentive Global Inc.,8.18,-4.43925234,-0.38,890494,1216060219,1.11615293,0,0.36855037,NASDAQ,,8.31,-0.13
ETWO,"E2open Parent Holdings, Inc.",6.8,-2.57879656,-0.18,1584618,2303433387,1.94285222,0,0,NYSE,-0.22,6.82,-0.02
MGNI,"Magnite, Inc.",13.19,0.3805175,0.05,2720984,1759344399,2.45078008,0,-0.18903592,NASDAQ,-0.9,12.57,0.62
GENI,Genius Sports Limited,5.46,-0.54644809,-0.03,897769,1229147351.0000002,1.72839683,0,-0.3649635,NYSE,-0.11,5.33,0.13
SBIG,"SpringBig Holdings, Inc.",1.09,47.2972973,0.35,6937535,28570987,,0,-5.36559236,NASDAQ,-0.02,0.72,0.37
VWE,"Vintage Wine Estates, Inc.",2.81,-3.76712329,-0.11,380023,173351862,1.7269625,0,0.35714286,NASDAQ,-0.1,2.9,-0.09
MARA,"Marathon Digital Holdings, Inc.",7.07,-11.625,-0.93,34183138,826075030,1.58824321,0,0.17014037,NASDAQ,-0.41,7.51,-0.44
EAST,"Eastside Distilling, Inc.",0.454,23.40309867,0.0861,2060968,7145587,,0,-0.1759015,NASDAQ,0.0204,0.3615,0.0925
BUSE,First Busey Corporation,24.89,0.60630558,0.15,410478,1374735232,4.17752966,0,0.04019293,NASDAQ,,24.66,0.23
VNET,"VNET Group, Inc.",6.21,-4.31432974,-0.28,873957,919226068,1.19488687,0,0.56588521,NASDAQ,-0.12,6.37,-0.16
DCRD,Decarbonization Plus Acquisition Corporation IV,10.23,-0.29239766,-0.03,357965,404404669.00000006,,0,0,NASDAQ,-0.06,10.2783,-0.0483
EBET,"EBET, INC.",0.79,-15.05376344,-0.14,3655001,13647505,0.31315466,0,-1.26234221,NASDAQ,-0.064,0.895,-0.105
CLNE,Clean Energy Fuels Corp.,5.84,-1.8487395,-0.11,2031232,1298980409,1.74802642,0,0.0856898,NASDAQ,-0.01,5.92,-0.08
XERS,"Xeris Biopharma Holdings, Inc.",1.18,-6.34920635,-0.08,804466,160462402,2.27075093,0,1.27659574,NASDAQ,-0.02,1.23,-0.05
LIAN,LianBio,2.2,-3.930131,-0.09,268249,238378433,2.35882532,0,-0.45248869,NASDAQ,,2.2,0
CHRD,Chord Energy Corporation,142.56,0.87744127,1.24,415356,5931380481,2.02430109,0,-0.11904762,NASDAQ,,141.59,0.97
HOPE,"Hope Bancorp, Inc.",13.78,0.51057622,0.07,1079490,1646458699.9999998,2.83901507,0,0.03627131,NASDAQ,,13.67,0.11
DINO,HF Sinclair Corporation,53.15,-1.66512488,-0.9,1595226,10668827964,1.4721928,0,0.08475374,NYSE,0.01,53.97,-0.82
APG,APi Group Corporation,22.3,-2.06411946,-0.47,1038148,5305324165,2.54799194,0,-0.02242655,NYSE,,22.6,-0.3
MLCO,Melco Resorts & Entertainment Limited,13.37,0.0748503,0.01,3752103,5950837517,1.65211704,0,-0.11206575,NASDAQ,-0.2,13.19,0.18
MCRB,"Seres Therapeutics, Inc.",5.5,-2.99823633,-0.17,762439,685254589,1.87919022,0,0.27322404,NASDAQ,0,5.56,-0.06
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,33.35,-3.19303338,-1.1,26848579,,2.48258422,0,0.02996704,NYSE ARCA,-0.4,34.06,-0.71
EGY,"VAALCO Energy, Inc.",4.54,-0.43859649,-0.02,932312,492021734,1.75247345,0,-0.110011,NYSE,0,4.54,0
MGM,MGM Resorts International,41.71,0.77313361,0.32,3258861,16017486119,1.67798724,0,-0.09581986,NYSE,-0.5,40.91,0.8
DENN,Denny's Corporation,12.5,0.16025641,0.02,474888,715415906.9999999,1.36886312,0,0.20032051,NASDAQ,0.02,12.32,0.18
PAYO,Payoneer Global Inc.,6.07,-2.25442834,-0.14,2380293,2125675789,1.9489452,0,0,NASDAQ,-0.09,6.07,0
SWBI,"Smith & Wesson Brands, Inc.",11.17,-1.32508834,-0.15,401675,512673022.99999994,1.50402482,0,0.05011455,NASDAQ,-0.08,11.19,-0.02
SNV,Synovus Financial Corp.,43.6,0.06885472,0.03,995689,6343216990,1.97845432,0,-0.01146657,NYSE,,43.11,0.49
NMRK,"Newmark Group, Inc.",9.01,-0.77092511,-0.07,886737,1548272461.9999998,0.93274967,0,-0.49723757,NASDAQ,,8.94,0.07
IGR,CBRE Global Real Estate Income Fund,6.92,-3.08123249,-0.22,368807,806803000,1.29428011,0,-0.14430014,NYSE,,7.07,-0.15
ORGN,"Origin Materials, Inc.",6.01,-0.66115702,-0.04,886527,857650674,1.35390351,0,0,NASDAQ,-0.09,5.96,0.05
BHG,"Bright Health Group, Inc.",0.9101,-2.57974738,-0.0241,827721,573433702,1.72338537,0,0.29621503,NYSE,,0.9153,-0.0052
OSCR,"Oscar Health, Inc.",3.89,-5.12195122,-0.21,982548,688849179.0000001,1.69565198,0,0.7751938,NYSE,,3.97,-0.08
CSX,CSX Corporation,32.27,-1.13357843,-0.37,9577077,67844729434,1.13546557,0,-0.04644682,NASDAQ,-0.26,32.39,-0.12
GLOP,GasLog Partners LP,8.16,-2.15827338,-0.18,613591,427201488,1.54845536,0,0.18393624,NYSE,,8.31,-0.15
RSKD,Riskified Ltd.,6.3,-3.81679389,-0.25,776023,1066378238,3.22873652,0,-0.55248619,NYSE,-0.25,6.47,-0.17
BTB,Bit Brother Limited,1.93,-2.52525253,-0.05,445534,22529153,0.51459033,0,0.51546392,NASDAQ,-0.03,1.94,-0.01
PLRX,"Pliant Therapeutics, Inc.",33.385,-1.80882353,-0.615,423516,1627833104,1.07501033,0,0.63291139,NASDAQ,,34.07,-0.685
ATRA,"Atara Biotherapeutics, Inc.",5.17,-5.31135531,-0.29,783069,490522730.00000006,1.71897634,0,-0.57692308,NASDAQ,-0.16,5.27,-0.1
WKHS,"Workhorse Group, Inc.",2.36,-5.22088353,-0.13,5749751,387278950.00000006,2.81263013,0,0.63965885,NASDAQ,-0.12,2.39,-0.03
PUMP,ProPetro Holding Corp.,9.74,0.72388831,0.07,1027578,1115756760,1.5129321,0,0,NYSE,0.07,9.72,0.02
DOUG,Douglas Elliman Inc.,5.07,-2.12355212,-0.11,456908,411928192.00000006,1.90307111,0,0,NYSE,,5.06,0.01
RELY,"Remitly Global, Inc.",13,3.0110935,0.38,768060,2218629440.0000005,2.185568,0,-0.03844675,NASDAQ,-0.34,12.282,0.718
PHUN,"Phunware, Inc.",1.07,-3.6036036,-0.04,986811,109811686,1.32408095,0,0,NASDAQ,-0.02,1.1,-0.03
SPIR,"Spire Global, Inc.",1.23,0.81967213,0.01,667521,187046512,2.52460394,0,-0.40160643,NYSE,-0.01,1.21,0.02
ADMA,ADMA Biologics Inc,3.76,-1.05263158,-0.04,2486357,818763808.0000001,2.16452967,0,0.6684492,NASDAQ,0.02,3.76,0
ASC,Ardmore Shipping Corporation,15.02,3.65769496,0.53,689294,516145552.99999994,1.48464967,0,0.36752422,NYSE,-0.14,14.47,0.55
PSNY,Polestar Automotive Holding UK Limited,6.05,-3.50877193,-0.22,2082309,12912990405,1.22517374,0,-0.48687414,NASDAQ,-0.2,6.06,-0.01
TDS,"Telephone and Data Systems, Inc.",13.48,-3.50751611,-0.49,1208123,1431330524,0.81218408,0,0.07418398,NYSE,,13.83,-0.35
ALIT,"Alight, Inc.",9.51,-2.7607362,-0.27,2508880,5285112387.999999,3.14552023,0,-0.05260389,NYSE,,9.66,-0.15
GWH,"ESS Tech, Inc.",2.44,-2.00803213,-0.05,930136,373951490.99999994,1.01486868,0,0.61601643,NYSE,-0.129,2.41,0.03
FFIE,Faraday Future Intelligent Electric Inc.,1.08,9.07989092,0.0899,37856449,642795250,1.26672928,0,0,NASDAQ,0.0299,1.01,0.07
NVTS,Navitas Semiconductor Corporation,5.8,-0.68493151,-0.04,1408568,889970098,2.34670663,0,0.08628128,NASDAQ,-0.08,5.7,0.1
DXD,ProShares UltraShort Dow30,41.43,0.82745193,0.34,489104,,1.97541895,-0.00024137,0,NYSE ARCA,0.38,41.5,-0.07
SPXU,ProShares UltraPro Short S&P500,13.44,3.38461538,0.44,38454509,,2.36717218,-0.00074515,0.07382495,NYSE ARCA,0.5,13.49,-0.05
ALK,"Alaska Air Group, Inc.",53.47,-0.20530049,-0.11,1421281,6782018903,1.68642005,-0.00205719,0.03741815,NYSE,-0.58,53,0.47
BXRX,"Baudax Bio, Inc.",3.4,3.65853659,0.12,935398,1700318,5.24024967,-0.00295849,-0.8797654,NASDAQ,0.06,3.37,0.03
DH,Definitive Healthcare Corp.,13.12,-4.58181818,-0.63,521385,2018627922,1.43932495,-0.00305101,-0.15232292,NASDAQ,-0.25,13.4,-0.28
PPG,"PPG Industries, Inc.",130.73,-2.75236182,-3.7,1007197,30725129629,1.18613064,-0.00382453,0.01530105,NYSE,,132.72,-1.99
LII,"Lennox International, Inc.",274.79,-1.4312361,-3.99,331851,9738216846.999998,1.22767074,-0.00546319,-0.0182083,NYSE,,274.23,0.56
QDEL,QuidelOrtho Corporation,89.7,-1.92433851,-1.76,394125,5924268299,1.3824737,-0.00557507,-0.16698208,NASDAQ,,90.27,-0.57
LNG,"Cheniere Energy, Inc.",147.83,-0.97132905,-1.45,1373972,36759320824,1.67391104,-0.00676911,-0.08792695,NYSE ARCA,0.22,149.78,-1.95
IGT,International Game Technology,27.15,0.48112509,0.13,981920,5492173241.000001,1.77592688,-0.00736106,-0.0809121,NYSE,-0.4,26.69,0.46
DOCU,"DocuSign, Inc.",65.33,-3.6856848,-2.5,3997342,13136174095,1.91334623,-0.00765169,0.03061849,NASDAQ,-2.83,64.78,0.55
GFS,GlobalFoundries Inc.,63.25,-2.37691002,-1.54,1716574,34475867125.99999,2.00101082,-0.00790451,0,NASDAQ,-1.28,63.81,-0.56
RGLD,"Royal Gold, Inc.",124.49,-2.67375498,-3.42,468529,8171984978.000001,2.29428203,-0.00803536,0.33056519,NASDAQ,-2.91,125.32,-0.83
INSG,Inseego Corp.,1.18,-5.6,-0.07,545155,127262596,1.53572773,-0.00847386,-0.84033613,NASDAQ,0,1.21,-0.03
MMM,3M Company,117.49,-2.32770804,-2.8,2682360,64941764480.99999,1.13361478,-0.00851064,-0.00851064,NYSE,-1.28,118.93,-1.44
GPN,Global Payments Inc.,113.06,-2.66035299,-3.09,1525869,30571553762.000004,2.38754586,-0.00884564,-0.13252054,NYSE,-1.95,113.61,-0.55
UAL,"United Airlines Holdings, Inc.",51.12,-2.27489964,-1.19,6959180,16712551672,1.83128779,-0.00977804,-0.06840614,NASDAQ,-0.54,51.85,-0.73
ABCB,Ameris Bancorp,50.18,0.78328982,0.39,522140,3480068701,2.29431872,-0.00995718,0.05978477,NASDAQ,,49.42,0.76
UFPI,"UFP Industries, Inc.",97.32,-1.0673986,-1.05,319855,5998563040,1.93110793,-0.01027432,-0.06161429,NASDAQ,,97.15,0.17
EOG,"EOG Resources, Inc.",124.62,-0.10420842,-0.13,4205834,73200484389,2.29118219,-0.01203514,0.05620233,NYSE,0.75,125,-0.38
HELE,Helen of Troy Limited,119.77,-3.57459142,-4.44,371226,2873554953,1.81761372,-0.01251512,0.10859577,NASDAQ,-6.21,120.16,-0.39
VRNT,Verint Systems Inc.,38.86,-4.49741951,-1.83,360865,2559562776.0000005,1.5487499,-0.01286505,0,NASDAQ,,40.11,-1.25
CDAK,"Codiak BioSciences, Inc.",0.8064,7.52,0.0564,692814,29699409,4.28353298,-0.01297185,-3.08669139,NASDAQ,0.05,0.75,0.0564
CDAY,Ceridian HCM Holding Inc.,76.2,-2.29516605,-1.79,976302,11703928160,1.82315085,-0.01311992,-0.06556517,NYSE,,75.36,0.84
ENPH,"Enphase Energy, Inc.",222.93,-2.09486166,-4.77,2506050,30301443582.000004,1.14259397,-0.01345714,0.0201925,NASDAQ,-7.49,220.002,2.928
ETSY,"Etsy, Inc.",147.5,-0.47233468,-0.7,2686522,18539025536.000004,1.77268852,-0.01355473,0.02712048,NASDAQ,-4.7,143.3,4.2
TRGP,"Targa Resources, Inc.",73.41,-1.81891133,-1.36,1092298,16618218703,1.56715241,-0.01362027,0.01362398,NYSE,,74.55,-1.14
BOIL,ProShares Ultra Bloomberg Natural Gas,5.81,-4.75409836,-0.29,65769644,,2.38457623,-0.0137457,0.14111168,NYSE ARCA,-0.12,5.98,-0.17
ENSC,"Ensysce Biosciences, Inc.",0.7151,-8.59005497,-0.0672,1575008,4586705,1.66835831,-0.01388889,-0.02777392,NASDAQ,-0.0623,0.7297,-0.0146
ARKG,ARK Genomic Revolution ETF,35.28,-3.31597698,-1.21,2425152,,2.39054441,-0.01417033,0.01417434,NYSE ARCA,-0.89,35.36,-0.08
KSS,Kohl's Corporation,34.76,2.02524215,0.69,3910655,3840427937.999999,2.57143145,-0.01437815,0.12958963,NYSE,-0.29,33.85,0.91
INBS,Intelligent Bio Solutions Inc.,0.6739,-7.55829904,-0.0551,832500,12368083,1.36431311,-0.01446102,1.70876672,NASDAQ,-0.0201,0.7166,-0.0427
RCL,D/B/A Royal Caribbean Cruises Ltd.,68.44,-1.29795212,-0.9,3062855,17464658215,1.67923282,-0.01461134,0.08775779,NYSE,-1.34,68.08,0.36
SEV,Sono Group N.V.,0.98,-2.97029703,-0.03,2590042,86111401,3.16154544,-0.01519757,0.67843297,NASDAQ,0,0.9985,-0.0185
SPT,"Sprout Social, Inc",64.22,-9.42172073,-6.68,860104,3523289866,1.95106831,-0.01558361,-0.23324522,NASDAQ,,67.58,-3.36
NET,"Cloudflare, Inc.",59.43,-6.09890978,-3.86,5729232,19530182300,1.62498945,-0.01682086,-0.0672495,NYSE,-4.55,58.53,0.9
SNDR,"Schneider National, Inc.",29.66,-2.36998025,-0.72,1201659,5279844210.999999,2.48160338,-0.01685488,0.2027027,NYSE,-0.58,30.07,-0.41
ALNY,"Alnylam Pharmaceuticals, Inc.",233.37,1.57562568,3.62,1206065,28711098925,2.9495067,-0.01714457,0.11587983,NASDAQ,,228.38,4.99
SHIP,Seanergy Maritime Holdings Corp,0.5796,-3.4,-0.0204,1724817,105438783.99999999,1.07428431,-0.01724138,0,NASDAQ,0,0.6,-0.0204
URBN,"Urban Outfitters, Inc.",28.98,-0.06896552,-0.02,1262561,2671253214,1.99097398,-0.0172503,0.01725626,NASDAQ,-0.28,28.56,0.42
PRO,"PROS Holdings, Inc.",28.98,0.52029136,0.15,588037,1313434594,2.81949177,-0.0172503,-0.13783598,NYSE,,28.13,0.85
SIX,Six Flags Entertainment Corporation New,28.21,0.89413448,0.25,1377690,2345845054,2.28040177,-0.01770852,0.03543586,NYSE,-0.46,27.52,0.69
BITI,ProShares Trust ProShares Short Bitcoin Strategy ETF,27.48,2.2701898,0.61,621816,,1.97356553,-0.01818182,-0.01818182,NYSE ARCA,0.68,27.56,-0.08
GXO,"GXO Logistics, Inc.",54.83,-1.15377682,-0.64,1186644,6504962361,1.96387344,-0.01823487,-0.07289958,NYSE,-1.84,53.88,0.95
CUZ,Cousins Properties Incorporated,27.07,-3.66548043,-1.03,1181154,4099325923.999999,1.39939568,-0.01847404,-0.09230201,NYSE,,27.6,-0.53
ESTE,"Earthstone Energy, Inc.",13.45,-1.03016924,-0.14,1793887,1878676768.9999995,2.7892556,-0.01858391,-0.40725657,NYSE,0.06,13.57,-0.12
ASH,Ashland Inc.,105.31,-2.14644118,-2.31,620720,5715340734,2.39220577,-0.01898254,-0.15165877,NYSE,,107.05,-1.74
SLB,Schlumberger N.V.,52.64,0.66934404,0.35,10737048,74643191420,2.34266372,-0.01899696,-0.02849273,NYSE,0.83,52.82,-0.18
XYL,Xylem Inc.,105.25,-0.64193335,-0.68,1353643,18968315727.000004,1.30294736,-0.01900057,0.01900779,NYSE,,105.07,0.18
ODP,The ODP Corporation,52.59,-0.77358491,-0.41,408604,2409182886,2.45221375,-0.01901141,0.11422045,NASDAQ,,52.48,0.11
FUTU,Futu Holdings Limited,52.33,-2.27824463,-1.22,1701259,7869347769,1.34361025,-0.0191022,0,NASDAQ,-0.65,52.89,-0.56
SIDU,"Sidus Space, Inc.",0.516,28.35820896,0.114,40571193,8219480,12.05615659,-0.01980004,-1.67746289,NASDAQ,0.07,0.47,0.046
NU,Nu Holdings Ltd.,4.9,-0.40650407,-0.02,35737900,22548778269.999996,2.49571832,-0.02044572,-0.02044572,NYSE,-0.11,4.8,0.1
